Accno	Read Status	5' Contig	5' Position	5' Strand	3' Contig 	3' Position	3' Strand
HTU2KLI04JDP5X	TooShort
HTU2KLI04JUI0D	Singleton
HTU2KLI04H05OF	Assembled	contig00002	533	+	contig00002	884	-
HTU2KLI04IJW36	Assembled	contig00051	1	+	contig00051	124	-
HTU2KLI04I5XRP	Assembled	contig00022	384	-	contig00022	117	+
HTU2KLI04I4U24	Assembled	contig00062	2	-	contig00033	5	+
HTU2KLI04H2QSP	Assembled	contig00004	43	+	contig00004	395	-
HTU2KLI04H1XS5	Assembled	contig00017	415	-	contig00017	261	+
HTU2KLI04I67T5	Assembled	contig00033	164	-	contig00033	32	+
HTU2KLI04I5VSD	Assembled	contig00026	2	-	contig00033	109	+
HTU2KLI04ICFZL	Assembled	contig00012	539	+	contig00022	239	-
HTU2KLI04IPL8R	Assembled	contig00004	891	+	contig00059	1	-
HTU2KLI04JMKXX	PartiallyAssembled	contig00024	52	+	contig00024	221	-
HTU2KLI04H0MND	Assembled	contig00022	356	-	contig00022	110	+
HTU2KLI04IKN4H	Assembled	contig00010	311	-	contig00010	20	+
HTU2KLI04JIS7V	Assembled	contig00002	533	+	contig00002	806	-
HTU2KLI04H2Q7M	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04ILALS	Assembled	contig00004	1109	+	contig00033	136	-
HTU2KLI04H7UVW	Assembled	contig00004	1110	+	contig00033	139	-
HTU2KLI04H8EUB	Assembled	contig00001	1301	+	contig00001	1505	-
HTU2KLI04INH9J	Assembled	contig00056	41	-	contig00012	545	+
HTU2KLI04JARA1	Assembled	contig00033	285	-	contig00004	1100	+
HTU2KLI04JJDFB	Assembled	contig00022	73	+	contig00022	353	-
HTU2KLI04JZJX7	TooShort
HTU2KLI04I1FW4	Assembled	contig00013	576	-	contig00013	295	+
HTU2KLI04IFRKI	Assembled	contig00012	545	+	contig00022	233	-
HTU2KLI04HXTJR	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04IRM5G	Assembled	contig00027	16	+	contig00027	199	-
HTU2KLI04IDGKR	Assembled	contig00012	545	+	contig00056	34	-
HTU2KLI04IHZ8W	Assembled	contig00004	877	+	contig00059	6	-
HTU2KLI04H0Z42	PartiallyAssembled	contig00009	373	+	contig00009	627	-
HTU2KLI04H6QM4	Assembled	contig00004	1109	+	contig00033	124	-
HTU2KLI04JK3SD	Assembled	contig00022	381	-	contig00022	115	+
HTU2KLI04I0C7A	Assembled	contig00002	969	+	contig00002	1148	-
HTU2KLI04IYB90	Assembled	contig00002	723	-	contig00002	533	+
HTU2KLI04JDN8M	Assembled	contig00002	523	+	contig00002	691	-
HTU2KLI04IVL3K	TooShort
HTU2KLI04IKKTE	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI04H9FJ3	Assembled	contig00026	1	-	contig00033	12	+
HTU2KLI04IRTEE	Assembled	contig00002	1019	-	contig00002	550	+
HTU2KLI04JUG5A	Assembled	contig00004	1105	+	contig00033	284	-
HTU2KLI04IWLG4	Assembled	contig00002	1147	-	contig00002	878	+
HTU2KLI04H1NWC	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04IX8FU	Assembled	contig00002	152	-	contig00002	31	+
HTU2KLI04HY2GH	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI04IWET0	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI04JXFHU	PartiallyAssembled	contig00005	305	+	contig00005	553	-
HTU2KLI04IH02B	Assembled	contig00004	252	+	contig00004	525	-
HTU2KLI04H6K7D	Assembled	contig00002	730	-	contig00002	533	+
HTU2KLI04I3ZEC	Assembled	contig00056	27	-	contig00012	545	+
HTU2KLI04IJ122	Assembled	contig00004	42	+	contig00004	364	-
HTU2KLI04JJSF8	Assembled	contig00004	43	+	contig00004	375	-
HTU2KLI04IGUZI	PartiallyAssembled	contig00001	1178	-	contig00001	1067	+
HTU2KLI04IL9DO	Assembled	contig00033	216	+	contig00026	215	-
HTU2KLI04IRO6R	Assembled	contig00033	216	+	contig00033	285	-
HTU2KLI04ICTIP	Assembled	contig00002	800	-	contig00002	467	+
HTU2KLI04JXO2R	Assembled	contig00012	545	+	contig00056	27	-
HTU2KLI04I0DRU	Outlier
HTU2KLI04ITSQY	Assembled	contig00001	731	+	contig00001	910	-
HTU2KLI04INYNI	Assembled	contig00010	78	+	contig00010	285	-
HTU2KLI04ISU6B	Assembled	contig00002	538	+	contig00002	877	-
HTU2KLI04I2GYL	Assembled	contig00010	298	-	contig00010	183	+
HTU2KLI04IJVII	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI04JLWM8	Assembled	contig00004	1112	+	contig00026	4	-
HTU2KLI04ID23U	PartiallyAssembled	contig00012	79	+	contig00012	195	-
HTU2KLI04JXFTE	Assembled	contig00022	375	-	contig00022	75	+
HTU2KLI04IDWP1	Assembled	contig00002	1310	-	contig00002	977	+
HTU2KLI04I8CRN	Assembled	contig00035	269	-	contig00035	157	+
HTU2KLI04IIHZ7	Assembled	contig00002	645	+	contig00002	1034	-
HTU2KLI04H7S0Z	Assembled	contig00007	449	+	contig00007	566	-
HTU2KLI04HX2ZC	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04JJGUI	Assembled	contig00002	489	+	contig00002	896	-
HTU2KLI04IXSLD	Assembled	contig00026	2	-	contig00004	1110	+
HTU2KLI04I4LU3	Assembled	contig00012	545	+	contig00060	1	-
HTU2KLI04JV5ZG	Singleton
HTU2KLI04JBBAT	PartiallyAssembled	contig00060	1	-	contig00012	565	+
HTU2KLI04H1O1Y	Assembled	contig00010	563	+	contig00010	695	-
HTU2KLI04I7ZLB	Assembled	contig00056	33	-	contig00012	547	+
HTU2KLI04I3OXY	Assembled	contig00012	545	+	contig00056	34	-
HTU2KLI04IRWLG	Assembled	contig00022	73	+	contig00022	342	-
HTU2KLI04JJF3O	Assembled	contig00010	74	+	contig00010	217	-
HTU2KLI04JAW5X	Assembled	contig00004	272	+	contig00004	460	-
HTU2KLI04I7VLL	Assembled	contig00022	115	+	contig00022	346	-
HTU2KLI04JK5CD	Assembled	contig00002	538	+	contig00002	887	-
HTU2KLI04H4XU9	PartiallyAssembled	contig00004	1117	-	contig00004	770	+
HTU2KLI04JMLV1	Assembled	contig00004	5	+	contig00004	185	-
HTU2KLI04IQJUC	Assembled	contig00012	545	+	contig00012	633	-
HTU2KLI04JPN32	Assembled	contig00012	545	+	contig00022	222	-
HTU2KLI04IE5E1	Assembled	contig00001	729	+	contig00001	922	-
HTU2KLI04JQCB6	Assembled	contig00022	117	+	contig00022	341	-
HTU2KLI04IXVFD	TooShort
HTU2KLI04IMABB	Assembled	contig00002	1536	-	contig00002	1318	+
HTU2KLI04II7S9	Assembled	contig00004	42	+	contig00004	327	-
HTU2KLI04H6IDQ	Assembled	contig00002	1098	+	contig00002	1380	-
HTU2KLI04INY6D	Assembled	contig00022	114	+	contig00022	344	-
HTU2KLI04IDC9S	Assembled	contig00019	1	+	contig00019	363	-
HTU2KLI04JYBKK	Assembled	contig00022	174	+	contig00022	342	-
HTU2KLI04IKZH7	Assembled	contig00033	215	+	contig00026	223	-
HTU2KLI04JGZA7	Assembled	contig00022	74	-	contig00012	556	+
HTU2KLI04JMV97	Assembled	contig00033	216	+	contig00026	193	-
HTU2KLI04H059Y	Assembled	contig00056	25	-	contig00012	545	+
HTU2KLI04H887J	Assembled	contig00002	998	-	contig00002	649	+
HTU2KLI04JSI53	Assembled	contig00001	1218	-	contig00001	976	+
HTU2KLI04I5O1D	Assembled	contig00001	1218	-	contig00001	1067	+
HTU2KLI04IHZWM	Assembled	contig00004	430	+	contig00004	674	-
HTU2KLI04I4X0F	Assembled	contig00001	1016	-	contig00001	731	+
HTU2KLI04HWYGG	PartiallyAssembled	contig00010	76	+	contig00010	219	-
HTU2KLI04JB6YN	Assembled	contig00012	545	+	contig00022	217	-
HTU2KLI04I7P6A	Assembled	contig00002	866	+	contig00002	1150	-
HTU2KLI04ITA6O	Assembled	contig00055	70	+	contig00033	75	+
HTU2KLI04JGMNX	Assembled	contig00056	31	-	contig00012	545	+
HTU2KLI04JD4UG	Assembled	contig00022	344	-	contig00012	632	+
HTU2KLI04I0T2G	Assembled	contig00002	692	+	contig00002	979	-
HTU2KLI04IGSE6	Assembled	contig00055	29	+	contig00026	76	+
HTU2KLI04IRUCT	Assembled	contig00012	545	+	contig00022	100	-
HTU2KLI04JG415	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04IC0FF	Assembled	contig00007	564	-	contig00007	292	+
HTU2KLI04IY8ED	Assembled	contig00002	523	+	contig00002	778	-
HTU2KLI04H5R7W	Assembled	contig00007	568	-	contig00007	449	+
HTU2KLI04IYMO1	Assembled	contig00022	345	-	contig00022	3	+
HTU2KLI04IB05D	PartiallyAssembled	contig00053	110	-	contig00053	55	+
HTU2KLI04JEZE9	Assembled	contig00022	347	-	contig00022	70	+
HTU2KLI04IZOQ5	Assembled	contig00004	1033	-	contig00004	873	+
HTU2KLI04ICMEP	Assembled	contig00012	545	+	contig00022	163	-
HTU2KLI04INZ94	Assembled	contig00056	31	-	contig00012	545	+
HTU2KLI04JK6UB	PartiallyAssembled	contig00007	624	-	contig00007	520	+
HTU2KLI04I8I5W	Assembled	contig00017	410	-	contig00017	185	+
HTU2KLI04I6QY6	Assembled	contig00012	452	+	contig00012	543	-
HTU2KLI04JI59J	Assembled	contig00026	223	-	contig00033	144	+
HTU2KLI04IP9QL	Assembled	contig00004	42	+	contig00004	369	-
HTU2KLI04I25EB	TooShort
HTU2KLI04JIMW2	Assembled	contig00033	124	-	contig00004	995	+
HTU2KLI04JNPH8	PartiallyAssembled	contig00022	348	-	contig00022	289	+
HTU2KLI04JW3ID	Assembled	contig00003	1075	-	contig00003	803	+
HTU2KLI04JVANT	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI04IQR8S	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI04H74KE	Assembled	contig00004	832	+	contig00004	1117	-
HTU2KLI04H4G5K	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI04ISFTL	Assembled	contig00022	239	-	contig00057	5	+
HTU2KLI04JT3IY	Assembled	contig00004	939	+	contig00059	3	-
HTU2KLI04H8KVF	Assembled	contig00022	363	-	contig00012	637	+
HTU2KLI04INTFN	Assembled	contig00033	216	+	contig00026	139	-
HTU2KLI04IA3PB	Assembled	contig00011	400	+	contig00011	614	-
HTU2KLI04JEFID	Assembled	contig00033	215	+	contig00026	194	-
HTU2KLI04IW1RP	Assembled	contig00026	1	-	contig00033	5	+
HTU2KLI04II7WV	Assembled	contig00022	75	+	contig00022	342	-
HTU2KLI04IBEH1	Assembled	contig00004	332	+	contig00004	424	-
HTU2KLI04JHVY2	Assembled	contig00003	237	+	contig00003	495	-
HTU2KLI04H0UYW	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI04IEQHC	Singleton
HTU2KLI04H49HV	Assembled	contig00004	992	+	contig00033	36	-
HTU2KLI04H6PLA	Assembled	contig00022	73	+	contig00022	348	-
HTU2KLI04I4R6C	Assembled	contig00022	347	-	contig00022	115	+
HTU2KLI04IND4L	Assembled	contig00022	74	+	contig00022	347	-
HTU2KLI04H61H5	TooShort
HTU2KLI04IA2QR	Assembled	contig00022	345	-	contig00012	626	+
HTU2KLI04IFVZH	Assembled	contig00004	867	+	contig00059	1	-
HTU2KLI04JQQ00	Assembled	contig00002	533	+	contig00002	764	-
HTU2KLI04JC3AV	Assembled	contig00012	545	+	contig00022	216	-
HTU2KLI04IL5NN	Assembled	contig00002	1070	+	contig00002	1310	-
HTU2KLI04JHPWJ	Assembled	contig00033	286	-	contig00033	192	+
HTU2KLI04HX7CH	Assembled	contig00056	23	-	contig00012	545	+
HTU2KLI04IH15R	Assembled	contig00022	361	-	contig00012	624	+
HTU2KLI04H4R7Y	Assembled	contig00017	410	-	contig00017	307	+
HTU2KLI04JN8MU	Assembled	contig00012	545	+	contig00022	218	-
HTU2KLI04IZ9T1	Assembled	contig00026	341	-	contig00026	239	+
HTU2KLI04JSX3W	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI04H1XT2	Assembled	contig00012	545	+	contig00056	34	-
HTU2KLI04JIVU6	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI04JEO01	Assembled	contig00001	335	-	contig00001	164	+
HTU2KLI04H4CON	Assembled	contig00002	536	+	contig00002	800	-
HTU2KLI04H7QYA	Assembled	contig00022	373	-	contig00012	633	+
HTU2KLI04I2VJU	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI04IAHVI	Assembled	contig00050	3	+	contig00050	131	-
HTU2KLI04IVUXB	Assembled	contig00001	1313	+	contig00001	1487	-
HTU2KLI04I0SEA	Assembled	contig00012	545	+	contig00012	600	-
HTU2KLI04IU8B5	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI04JA46Y	Assembled	contig00002	734	-	contig00002	488	+
HTU2KLI04JBF2B	Assembled	contig00012	545	+	contig00022	240	-
HTU2KLI04I3S0F	Assembled	contig00061	5	-	contig00012	545	+
HTU2KLI04IRKXS	Assembled	contig00013	5	+	contig00013	182	-
HTU2KLI04H7HTL	Assembled	contig00012	545	+	contig00022	135	-
HTU2KLI04JHE7P	Singleton
HTU2KLI04JAII0	Assembled	contig00012	545	+	contig00057	5	-
HTU2KLI04I4EHC	Assembled	contig00007	296	+	contig00007	563	-
HTU2KLI04H3PAK	Assembled	contig00012	545	+	contig00022	240	-
HTU2KLI04IYYAB	Assembled	contig00002	694	+	contig00002	1002	-
HTU2KLI04ISVVY	Singleton
HTU2KLI04H3UMB	Assembled	contig00057	5	+	contig00022	355	-
HTU2KLI04JN8P7	Assembled	contig00004	929	-	contig00004	765	+
HTU2KLI04JS0L4	Singleton
HTU2KLI04IDW9E	Assembled	contig00022	118	+	contig00022	346	-
HTU2KLI04IPTON	Assembled	contig00002	537	+	contig00002	664	-
HTU2KLI04JDKFI	Assembled	contig00009	419	-	contig00009	301	+
HTU2KLI04I0MRM	PartiallyAssembled	contig00002	846	-	contig00002	500	+
HTU2KLI04IB3YD	Assembled	contig00022	342	-	contig00012	631	+
HTU2KLI04IHSN8	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI04H3Q6L	Assembled	contig00002	1065	+	contig00002	1310	-
HTU2KLI04IBJIQ	Assembled	contig00012	545	+	contig00022	239	-
HTU2KLI04IISJO	Assembled	contig00035	145	+	contig00035	231	-
HTU2KLI04JC7QG	Assembled	contig00022	260	-	contig00022	114	+
HTU2KLI04IHDLW	Assembled	contig00033	216	+	contig00026	226	-
HTU2KLI04ILMBB	Assembled	contig00004	5	+	contig00004	265	-
HTU2KLI04IMEP8	Assembled	contig00001	1185	-	contig00001	963	+
HTU2KLI04H30J4	Assembled	contig00002	901	-	contig00002	548	+
HTU2KLI04IK60W	Assembled	contig00004	990	+	contig00033	53	-
HTU2KLI04JYISB	Assembled	contig00033	216	+	contig00026	223	-
HTU2KLI04JD59V	TooShort
HTU2KLI04I6ATY	Assembled	contig00026	224	-	contig00026	93	+
HTU2KLI04I6E1L	Singleton
HTU2KLI04IEYQ8	Assembled	contig00022	115	+	contig00022	347	-
HTU2KLI04IR4VC	PartiallyAssembled	contig00003	243	+	contig00003	492	-
HTU2KLI04I6XFN	Assembled	contig00022	73	+	contig00022	347	-
HTU2KLI04JJY2W	TooShort
HTU2KLI04JEH8L	Assembled	contig00033	216	+	contig00026	152	-
HTU2KLI04ILJ8Z	Assembled	contig00009	608	-	contig00009	373	+
HTU2KLI04I22RJ	Assembled	contig00001	1182	-	contig00001	1067	+
HTU2KLI04JQ7JG	Assembled	contig00002	690	+	contig00002	899	-
HTU2KLI04JTV2U	Assembled	contig00022	347	-	contig00022	73	+
HTU2KLI04IMNCV	Assembled	contig00022	120	+	contig00022	378	-
HTU2KLI04IBVBU	Assembled	contig00022	342	-	contig00012	640	+
HTU2KLI04JLFMG	Assembled	contig00004	317	+	contig00004	561	-
HTU2KLI04IXVK1	Assembled	contig00002	999	-	contig00002	689	+
HTU2KLI04IIVSU	Assembled	contig00003	770	+	contig00003	1067	-
HTU2KLI04JM2QY	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI04JCB4Z	PartiallyAssembled	contig00021	106	+	contig00021	191	-
HTU2KLI04IEO6S	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI04JK9IX	Assembled	contig00012	545	+	contig00022	272	-
HTU2KLI04IUMQC	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04JXTRG	Assembled	contig00002	1278	-	contig00002	1103	+
HTU2KLI04JISPM	Assembled	contig00004	989	+	contig00033	127	-
HTU2KLI04IUZO6	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI04JO3PI	Assembled	contig00022	75	+	contig00022	345	-
HTU2KLI04IJJ6K	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI04HW4R3	Assembled	contig00004	804	+	contig00004	939	-
HTU2KLI04H6KOB	Assembled	contig00026	1	-	contig00033	111	+
HTU2KLI04JEVJQ	Assembled	contig00012	545	+	contig00022	231	-
HTU2KLI04I6HQ5	Assembled	contig00022	162	+	contig00022	307	-
HTU2KLI04IE758	Assembled	contig00002	533	+	contig00002	819	-
HTU2KLI04IM8XV	Assembled	contig00022	364	-	contig00022	121	+
HTU2KLI04H4K0C	Assembled	contig00033	216	+	contig00026	54	-
HTU2KLI04I548I	Assembled	contig00022	349	-	contig00022	73	+
HTU2KLI04IKGL4	Assembled	contig00004	306	+	contig00004	523	-
HTU2KLI04H5S86	Assembled	contig00040	150	-	contig00040	1	+
HTU2KLI04H6U7Q	Assembled	contig00004	370	-	contig00004	12	+
HTU2KLI04IYUNS	Assembled	contig00004	175	+	contig00004	431	-
HTU2KLI04IYHIZ	Assembled	contig00003	867	+	contig00003	1073	-
HTU2KLI04IPXL9	Assembled	contig00002	1075	-	contig00002	898	+
HTU2KLI04ILHIZ	Assembled	contig00033	75	+	contig00033	289	-
HTU2KLI04I3B69	PartiallyAssembled	contig00009	294	-	contig00009	28	+
HTU2KLI04JOEEX	Assembled	contig00002	1015	-	contig00002	822	+
HTU2KLI04H9249	Assembled	contig00004	924	-	contig00004	765	+
HTU2KLI04IZZYI	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI04IG9XE	Assembled	contig00002	1315	-	contig00002	1106	+
HTU2KLI04H8UUA	Assembled	contig00013	461	-	contig00013	152	+
HTU2KLI04IIM7J	Assembled	contig00012	545	+	contig00022	126	-
HTU2KLI04I9IUF	Assembled	contig00002	533	+	contig00002	697	-
HTU2KLI04H2OIJ	TooShort
HTU2KLI04IJ00D	Assembled	contig00022	354	-	contig00022	3	+
HTU2KLI04H7I17	Assembled	contig00002	536	+	contig00002	826	-
HTU2KLI04H09LA	Assembled	contig00012	545	+	contig00056	15	-
HTU2KLI04IDCWO	Assembled	contig00026	1	-	contig00033	39	+
HTU2KLI04IWJ7M	Assembled	contig00022	73	+	contig00022	344	-
HTU2KLI04JGHD5	Assembled	contig00002	807	-	contig00002	516	+
HTU2KLI04JMP8C	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04IV7EE	Assembled	contig00002	1319	-	contig00002	1104	+
HTU2KLI04I8P1F	Assembled	contig00056	41	-	contig00012	545	+
HTU2KLI04IOL1R	Assembled	contig00026	225	-	contig00033	215	+
HTU2KLI04H2K0E	Assembled	contig00004	1021	+	contig00033	138	-
HTU2KLI04IUEQX	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI04JA3E7	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04IC4HJ	Assembled	contig00033	98	+	contig00033	152	-
HTU2KLI04JGF3K	Assembled	contig00002	726	-	contig00002	526	+
HTU2KLI04IPUQH	Assembled	contig00002	966	+	contig00002	1036	-
HTU2KLI04IRBOV	Assembled	contig00010	139	+	contig00010	315	-
HTU2KLI04IEK0I	Assembled	contig00002	451	+	contig00002	764	-
HTU2KLI04IHXFF	Assembled	contig00002	431	+	contig00002	723	-
HTU2KLI04JWD76	Assembled	contig00041	161	-	contig00041	46	+
HTU2KLI04IMMIF	Singleton
HTU2KLI04IENYK	Assembled	contig00010	558	+	contig00010	692	-
HTU2KLI04IXJ89	PartiallyAssembled	contig00004	1096	-	contig00004	992	+
HTU2KLI04IYYT0	Assembled	contig00005	621	+	contig00005	911	-
HTU2KLI04IPN5T	Assembled	contig00004	1109	+	contig00033	145	-
HTU2KLI04H3WMO	Assembled	contig00042	5	+	contig00042	114	-
HTU2KLI04H1N5B	Assembled	contig00012	545	+	contig00022	225	-
HTU2KLI04IDYJE	Assembled	contig00002	690	+	contig00002	1000	-
HTU2KLI04IS0A6	Assembled	contig00017	415	-	contig00017	261	+
HTU2KLI04JBH9U	Assembled	contig00002	533	+	contig00002	810	-
HTU2KLI04JRNWJ	TooShort
HTU2KLI04I2URL	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI04ISYOQ	Assembled	contig00026	222	-	contig00026	67	+
HTU2KLI04I6F60	Assembled	contig00004	257	+	contig00004	439	-
HTU2KLI04INMZW	Assembled	contig00022	359	-	contig00012	629	+
HTU2KLI04JP44A	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI04H8M6K	Assembled	contig00002	489	+	contig00002	845	-
HTU2KLI04IIX8T	Assembled	contig00003	1073	-	contig00003	798	+
HTU2KLI04I0IUT	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI04JRZ6E	Assembled	contig00010	298	-	contig00010	66	+
HTU2KLI04H8DPP	Assembled	contig00001	1506	-	contig00001	1346	+
HTU2KLI04H3VFW	Assembled	contig00026	226	-	contig00026	76	+
HTU2KLI04ITC8Y	Assembled	contig00002	1065	-	contig00002	701	+
HTU2KLI04IM39P	Assembled	contig00002	1075	-	contig00002	885	+
HTU2KLI04JMT8V	PartiallyAssembled	contig00015	258	+	contig00015	328	-
HTU2KLI04I3WNJ	Assembled	contig00022	346	-	contig00022	73	+
HTU2KLI04JNDS1	Assembled	contig00022	357	-	contig00022	163	+
HTU2KLI04IO6MO	Assembled	contig00012	545	+	contig00022	129	-
HTU2KLI04IOXRZ	Assembled	contig00004	1100	+	contig00033	139	-
HTU2KLI04I8GZ9	PartiallyAssembled	contig00011	247	-	contig00011	1	+
HTU2KLI04JGFM4	Assembled	contig00033	215	+	contig00026	238	-
HTU2KLI04IP0RE	Assembled	contig00001	729	+	contig00001	988	-
HTU2KLI04JOHIG	Assembled	contig00002	842	-	contig00002	516	+
HTU2KLI04I6UT1	Assembled	contig00012	547	+	contig00060	1	-
HTU2KLI04IQ17P	PartiallyAssembled	contig00010	566	+	contig00010	684	-
HTU2KLI04H9SM0	Assembled	contig00033	206	+	contig00033	287	-
HTU2KLI04H3PS7	Assembled	contig00002	533	+	contig00002	797	-
HTU2KLI04H6SCL	Assembled	contig00001	1185	-	contig00001	958	+
HTU2KLI04IW7SI	Assembled	contig00041	174	-	contig00041	73	+
HTU2KLI04H4GJ3	Assembled	contig00022	113	+	contig00022	375	-
HTU2KLI04I89GN	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI04JED3R	Assembled	contig00022	154	+	contig00022	342	-
HTU2KLI04IS2NR	Assembled	contig00007	569	-	contig00007	451	+
HTU2KLI04IRQ1B	Assembled	contig00033	215	+	contig00026	214	-
HTU2KLI04JMIEK	Assembled	contig00012	545	+	contig00022	226	-
HTU2KLI04JEFD6	Assembled	contig00002	451	+	contig00002	776	-
HTU2KLI04I6BUH	Assembled	contig00022	359	-	contig00022	60	+
HTU2KLI04JNML9	Assembled	contig00004	43	+	contig00004	292	-
HTU2KLI04HXT61	Assembled	contig00002	1105	+	contig00002	1270	-
HTU2KLI04I5PZP	Outlier
HTU2KLI04IKGW5	Assembled	contig00002	1105	+	contig00002	1278	-
HTU2KLI04I81T4	Assembled	contig00006	866	-	contig00006	774	+
HTU2KLI04HYC2F	Assembled	contig00002	1314	-	contig00002	1108	+
HTU2KLI04HY4U6	Assembled	contig00001	1184	-	contig00001	963	+
HTU2KLI04H4WOX	Assembled	contig00012	545	+	contig00056	15	-
HTU2KLI04HY36C	Assembled	contig00002	533	+	contig00002	806	-
HTU2KLI04JQ0J3	Assembled	contig00026	224	-	contig00033	182	+
HTU2KLI04H9NKW	Assembled	contig00003	703	-	contig00003	242	+
HTU2KLI04JQJHL	Assembled	contig00004	939	+	contig00033	19	-
HTU2KLI04JIHBH	Assembled	contig00001	501	+	contig00001	725	-
HTU2KLI04IKKSI	Assembled	contig00003	636	+	contig00003	936	-
HTU2KLI04I4ZHQ	Assembled	contig00033	289	-	contig00033	242	+
HTU2KLI04JOVJ9	Assembled	contig00002	972	-	contig00002	690	+
HTU2KLI04JCAWQ	Assembled	contig00004	244	+	contig00004	458	-
HTU2KLI04JLISD	Assembled	contig00004	70	+	contig00004	374	-
HTU2KLI04ISS44	Assembled	contig00002	1015	-	contig00002	866	+
HTU2KLI04JE5X1	Singleton
HTU2KLI04JVIO4	PartiallyAssembled	contig00002	911	-	contig00002	638	+
HTU2KLI04IV5ET	Singleton
HTU2KLI04JB01P	Assembled	contig00026	2	-	contig00033	232	+
HTU2KLI04JAFP3	Assembled	contig00002	533	+	contig00002	844	-
HTU2KLI04IP558	Assembled	contig00012	640	-	contig00012	558	+
HTU2KLI04IVAIF	Assembled	contig00002	1317	-	contig00002	1078	+
HTU2KLI04I4EVO	Assembled	contig00033	73	+	contig00026	2	-
HTU2KLI04I5VZF	Assembled	contig00012	545	+	contig00022	145	-
HTU2KLI04JXVGO	Assembled	contig00022	75	+	contig00022	372	-
HTU2KLI04H29QM	Assembled	contig00002	892	-	contig00002	698	+
HTU2KLI04I43F2	Assembled	contig00033	218	+	contig00026	158	-
HTU2KLI04JA3I0	Assembled	contig00004	370	-	contig00004	16	+
HTU2KLI04IVFWX	Assembled	contig00004	998	+	contig00033	136	-
HTU2KLI04HZA3E	PartiallyAssembled	contig00018	1	+	contig00018	236	-
HTU2KLI04IQV85	Assembled	contig00004	10	+	contig00004	308	-
HTU2KLI04IVMEG	Assembled	contig00002	1310	-	contig00002	1098	+
HTU2KLI04H48TK	Assembled	contig00002	692	+	contig00002	1019	-
HTU2KLI04IVJKT	Assembled	contig00004	5	+	contig00004	284	-
HTU2KLI04H3BYI	Assembled	contig00010	172	+	contig00010	450	-
HTU2KLI04JE9VY	Assembled	contig00062	1	-	contig00033	36	+
HTU2KLI04IR334	Assembled	contig00002	756	+	contig00002	945	-
HTU2KLI04JW01R	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI04JEOCO	Assembled	contig00012	545	+	contig00056	24	-
HTU2KLI04ITYLG	Assembled	contig00022	73	+	contig00022	345	-
HTU2KLI04HY48Y	Assembled	contig00004	252	+	contig00004	522	-
HTU2KLI04IVNBX	Assembled	contig00022	374	-	contig00022	113	+
HTU2KLI04H83TY	Assembled	contig00013	88	+	contig00013	434	-
HTU2KLI04IQO7D	Assembled	contig00002	533	+	contig00002	846	-
HTU2KLI04ICGU6	Assembled	contig00004	998	+	contig00033	143	-
HTU2KLI04IDMN6	PartiallyAssembled	contig00057	11	+	contig00022	227	-
HTU2KLI04IVQ9G	Assembled	contig00002	696	+	contig00002	998	-
HTU2KLI04IDDV7	Assembled	contig00056	23	-	contig00012	545	+
HTU2KLI04IFIQ8	Assembled	contig00004	1112	+	contig00033	278	-
